index;State;CMS Certification Number (CCN)*;Provider Name;Address;City;Zip;Phone;Type of Ownership;Offers Nursing Care Services;Offers Physical Therapy Services;Offers Occupational Therapy Services;Offers Speech Pathology Services;Offers Medical Social Services;Offers Home Health Aide Services;Date Certified;Quality of Patient Care Star Rating;How often the home health team began their patients' care in a timely manner;How often the home health team taught patients (or their family caregivers) about their drugs;How often the home health team checked patients' risk of falling;How often the home health team checked patients for depression;How often the home health team determined whether patients received a flu shot for the currnet flu season;How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).;With diabetes, how often the home health team got doctor's orders, gave foot care, and taught patients about foot care;How often patients got better at walking or moving around;How often patients got better at getting in and out of bed;How often patients got better at bathing;How often patients had less pain when moving around;How often patients' breathing improved;How often patients' wounds improved or healed after an operation;How often patients got better at taking their drugs correctly by mouth;How often home health patients had to be admitted to the hospital;How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted;How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital;How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being re-admitted to the hospital;How often patients developed new or worsened pressure ulcers;How often patients remained in the community after discharge from home health;How often physician-recommended actions to address medication issues were completely timely;How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally;No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)
8045;SC;427046;KERSHAWHEALTH HOME HEALTH;1165 HIGHWAY 1 SOUTH, SUITE 400;LUGOFF;29078;8.034251182E9;Proprietary;True;True;True;True;True;True;09/01/1991 00:00;3.5;99.2;98.9;99.3;99.1;90.6;94.9;93.3;77.8;71.0;75.0;82.4;83.8;89.9;65.0;17.0;10.5;Same As Expected;Same As Expected;0.6;Better Than National Rate;99.4;0.96;538.0
8046;SC;427048;AMEDISYS HOME HEALTH OF BLUFFTON;59 SHERIDAN PARK CIRCLE , SUITE A;BLUFFTON;29910;8.438158088E9;Proprietary;True;True;True;True;True;True;03/04/1991 00:00;4.0;99.2;100.0;99.9;92.3;92.1;88.5;95.9;77.9;78.7;78.8;85.1;86.1;97.3;70.9;17.7;12.3;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;96.7;1.05;1232.0
8047;SC;427049;ST FRANCIS HOSPITAL HOME CARE;10 PATEWOOD DRIVE, BLDG 6, STE 300;GREENVILLE;29615;8.6423353E9;Non - Profit Religious;True;True;True;True;True;True;24/04/1991 00:00;3.5;92.5;99.2;99.8;98.2;75.6;81.6;99.2;73.4;76.0;77.2;77.0;77.6;88.0;64.6;13.5;13.4;Same As Expected;Worse Than Expected;0.2;Better Than National Rate;96.4;0.93;1831.0
8048;SC;427051;ISLAND HEALTH CARE, INC;300 NEW RIVER PARKWAY, SUITE 7;HARDEEVILLE;29927;8.432083668E9;Proprietary;True;True;True;True;True;True;22/05/1991 00:00;4.0;94.8;97.3;99.6;99.6;88.9;93.8;98.7;75.9;78.0;82.4;77.5;89.2;92.4;82.2;16.9;11.4;Same As Expected;Same As Expected;0.4;Better Than National Rate;98.4;1.05;580.0
8049;SC;427055;PHC HOME HEALTH;408 FOLLY ROAD;CHARLESTON;29412;8.437623601E9;Proprietary;True;True;True;True;True;True;27/05/1992 00:00;3.0;97.7;99.7;100.0;98.1;79.9;78.5;99.6;73.3;72.7;74.4;69.1;64.9;95.2;57.9;11.5;13.0;Same As Expected;Same As Expected;0.4;Better Than National Rate;92.4;0.95;520.0
8050;SC;427057;MCLEOD HOME HEALTH  INC;300 SOUTH DARGAN STREET;FLORENCE;29501;8.43777305E9;Non - Profit Other;True;True;True;True;True;True;11/06/1992 00:00;3.5;92.0;99.7;99.9;98.8;85.9;92.6;99.0;75.6;79.9;77.6;71.7;82.0;93.5;77.7;14.4;13.6;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;97.9;0.94;2132.0
8051;SC;427058;CAROLINAS HOME HEALTH;121 E. CEDAR STREET, PO BOX 100550;FLORENCE;29501;8.436296811E9;Proprietary;True;True;True;True;True;True;10/09/1992 00:00;4.0;96.5;99.6;99.7;98.5;82.6;87.1;99.8;76.3;79.9;79.6;87.4;87.1;96.8;75.6;16.1;15.2;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;97.6;0.98;768.0
8052;SC;427063;NEIGHBORS CARE HOME HEALTH AGENCY, AN AMEDISYS CO;1645 JA COCHRAN BYPASS SUITE 1;CHESTER;29706;8.663273205E9;Proprietary;True;True;True;True;True;True;30/07/1993 00:00;4.5;96.0;99.9;99.2;94.4;84.1;77.5;99.1;85.7;86.3;88.2;92.9;92.4;87.0;80.2;18.0;20.7;Same As Expected;Worse Than Expected;0.6;Better Than National Rate;94.1;1.07;466.0
8053;SC;427064;NHC HOMECARE - PIEDMONT;1674 CRANIUM DRIVE SUITE 101;ROCK HILL;29732;8.033251455E9;Proprietary;True;True;True;True;True;True;19/08/1993 00:00;3.5;93.6;99.7;100.0;100.0;90.0;88.5;100.0;71.0;71.4;79.7;87.3;81.7;100.0;63.14625984251963;12.7;12.5;Same As Expected;Same As Expected;0.0;Better Than National Rate;97.9;1.16;297.0
8054;SC;427065;AMEDISYS HOME HEALTH OF GEORGETOWN;2503 HIGHMARKET STREET;GEORGETOWN;29440;8.43546173E9;Proprietary;True;True;True;True;True;True;21/12/1993 00:00;4.5;97.4;100.0;99.6;94.3;93.1;95.8;96.6;86.0;84.2;85.8;90.0;96.1;91.8;74.5;19.6;14.2;Same As Expected;Worse Than Expected;0.1;Better Than National Rate;98.3;1.04;1015.0
8055;SC;427067;AMEDISYS HOME HEALTH OF MYRTLE BEACH;1309 PROFESSIONAL DRIVE, STE 100;MYRTLE BEACH;29577;8.439160931E9;Proprietary;True;True;True;True;True;True;17/02/1994 00:00;3.5;96.8;100.0;98.4;93.3;77.4;81.2;96.9;72.5;73.8;78.5;82.7;74.5;89.7;67.4;16.3;15.8;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;96.2;1.03;1179.0
8056;SC;427068;AMEDISYS HOME HEALTH CARE;127 E MILL STREET;KINGSTREE;29556;8.433555103E9;Proprietary;True;True;True;True;True;True;08/04/1994 00:00;3.5;98.1;100.0;99.8;92.5;80.7;83.3;97.5;74.7;73.5;76.9;85.2;84.9;95.5;67.6;19.9;14.4;Worse Than Expected;Same As Expected;0.2;Better Than National Rate;98.0;1.07;409.0
8057;SC;427074;HOSPICE CARE OF THE LOWCOUNTRY;7 PLANTATION PARK DRIVE, UNIT 4,  PO BOX 3827;BLUFFTON;29910;8.437064094E9;Non - Profit Private;True;True;True;True;True;True;08/11/1995 00:00;3.0;68.2;77.3;99.30020559680223;18.2;73.53735552473422;23.8;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;72.7;0.9684697386519977;7.0
8058;SC;427075;NHC HOMECARE GREENWOOD;315 WEST ALEXANDER AVENUE;GREENWOOD;29646;8.642299888E9;Proprietary;True;True;True;True;True;True;29/12/1995 00:00;3.5;93.1;99.0;100.0;99.7;90.7;94.0;100.0;80.6;73.5;87.1;92.6;79.7;75.1;63.14625984251963;19.8;7.7;Same As Expected;Same As Expected;0.4;Same As National Rate;98.3;1.12;539.0
8059;SC;427076;HEALTH RELATED HOME CARE;104 W PICKENS STREET;ABBEVILLE;29620;8.643669151E9;Government - State/ County;True;True;True;True;True;True;01/02/1996 00:00;5.0;99.2;100.0;100.0;100.0;89.3;93.8;100.0;95.5;96.1;96.7;87.0;86.5;95.1;90.6;14.8;16.1;Same As Expected;Worse Than Expected;0.4;Same As National Rate;99.7;1.05;2134.0
8060;SC;427077;NHC HOMECARE AIKEN;690 MEDICAL PARK DRIVE;AIKEN;29801;8.036431701E9;Proprietary;True;True;True;True;True;True;07/02/1996 00:00;3.0;87.7;100.0;100.0;99.6;77.7;86.1;100.0;71.6;69.4;76.2;84.3;80.4;85.0;63.14625984251963;16.6;14.1;Same As Expected;Same As Expected;0.2;Same As National Rate;97.7;1.13;709.0
8061;SC;427078;PALMETTO HEALTH TUOMEY HOME HEALTH;500 PINEWOOD ROAD SUITE 2;SUMTER;29154;8.037749786E9;Non - Profit Private;True;True;True;True;True;True;26/04/1996 00:00;3.0;93.0;98.2;100.0;99.0;66.4;77.2;97.8;72.3;73.7;73.2;75.0;79.8;91.6;65.4;16.5;13.2;Same As Expected;Same As Expected;0.3;Better Than National Rate;87.2;0.95;605.0
8062;SC;427079;NHC HOMECARE LAURENS;700 PLAZA CIRCLE, SUITE O;CLINTON;29325;8.648332368E9;Proprietary;True;True;True;True;True;True;23/05/1996 00:00;3.5;95.8;99.9;100.0;99.7;89.9;92.0;100.0;81.8;71.2;83.5;81.8;76.9;87.2;66.4;17.0;15.7;Same As Expected;Worse Than Expected;0.6;Better Than National Rate;96.7;1.01;1230.0
8063;SC;427109;SOUTH CAROLINA HOMECARE;140 STONERIDGE DRIVE, STE 620;COLUMBIA;29210;8.0334351E9;Proprietary;True;True;True;True;True;True;08/05/1997 00:00;5.0;98.7;100.0;100.0;100.0;81.9;86.7;100.0;86.9;83.0;88.8;92.6;89.8;97.5;81.2;11.7;16.8;Same As Expected;Same As Expected;0.4;Better Than National Rate;99.3;1.1;484.0
8064;SC;427110;HOME CARE OF TRMC;1895 ST MATTHEWS ROAD;ORANGEBURG;29118;8.0353326E9;Government - State/ County;True;True;True;True;True;True;05/06/1997 00:00;2.0;63.0;98.1;100.0;93.9;79.0;84.9;96.4;64.0;65.6;57.4;63.8;75.8;93.1;44.8;14.3;13.1;Same As Expected;Worse Than Expected;0.3;Same As National Rate;94.5;0.81;199.0
8065;SC;427112;AMEDISYS HOME HEALTH OF CONWAY;176 WACCAMAW MEDICAL PK CT;CONWAY;29526;8.662054247E9;Proprietary;True;True;True;True;True;True;09/04/1999 00:00;3.5;99.1;100.0;99.1;89.5;73.0;64.0;97.3;76.8;75.5;83.3;85.7;78.0;88.9;65.7;18.8;16.8;Same As Expected;Worse Than Expected;0.6;Better Than National Rate;97.5;1.06;1244.0
8066;SC;427114;GHS HOME HEALTH AGENCY-OCONEE;298 MEMORIAL DRIVE;SENECA;29672;8.648888411E9;Non - Profit Private;True;True;True;True;True;True;20/08/1999 00:00;2.5;97.2;98.9;100.0;100.0;73.53735552473422;90.8;100.0;64.3;61.5;64.7;62.6;72.2;73.9;54.7;13.3;7.9;Same As Expected;Worse Than Expected;0.7;Better Than National Rate;98.3;0.89;293.0
8067;SC;427116;AMEDISYS HOME HEALTH OF CLINTON;210 PHYSICIANS PARK DR, STE U;CLINTON;29325;8.648333212E9;Proprietary;True;True;True;True;True;True;12/02/2003 00:00;5.0;97.9;100.0;99.9;94.6;92.1;91.3;99.3;87.0;87.8;90.1;94.4;93.9;90.1;81.9;13.8;15.6;Same As Expected;Worse Than Expected;0.5;Better Than National Rate;99.2;0.99;761.0
8068;SC;427117;GENTIVA HEALTH SERVICES;206 CHESNEE HIGHWAY, SUITE G & H;GAFFNEY;29341;8.644880898E9;Proprietary;True;True;True;True;True;True;13/06/2007 00:00;3.0;90.5;97.3;100.0;99.5;83.0;85.7;95.6;74.2;72.9;80.8;76.6;80.3;88.3;63.5;16.9;12.4;Same As Expected;Worse Than Expected;0.5;Better Than National Rate;69.8;1.06;3774.0
8069;SC;427119;TRINITY HOME HEALTH OF AIKEN;690 MEDICAL PARK DR SUITE 400;AIKEN;29803;8.03641822E9;Proprietary;True;True;True;True;True;True;07/08/2009 00:00;3.0;95.3;100.0;98.7;92.5;85.9;94.4;99.8;71.6;75.5;75.3;80.3;69.3;91.5;66.3;17.5;13.5;Worse Than Expected;Worse Than Expected;0.2;Better Than National Rate;89.6;0.98;711.0
8070;SC;427120;LIBERTY HOME CARE, LLC;405 EAST MAIN STREET;BENNETTSVILLE;29512;8.434798711E9;Proprietary;True;True;True;True;True;True;21/01/2010 00:00;2.5;86.7;98.1;100.0;98.5;61.2;57.9;100.0;63.4;69.2;59.9;74.6;65.3;98.4;57.8;10.3;16.7;Same As Expected;Same As Expected;0.6;Same As National Rate;83.9;0.88;181.0
8071;SC;427121;LIBERTY HOME CARE, LLC;1293 PROFESSIONAL DRIVE;MYRTLE BEACH;29577;8.438392273E9;Proprietary;True;True;True;True;True;True;19/02/2010 00:00;3.5;97.7;98.4;99.8;96.7;60.3;63.6;99.1;80.8;73.9;77.7;79.1;77.0;93.9;70.4;21.7;15.4;Worse Than Expected;Worse Than Expected;0.1;Better Than National Rate;82.0;1.0;540.0
8072;SC;427123;PRUITTHEALTH HOME HEALTH-LOW COUNTRY;108 TRADER CROSS, SUITE 100;BLUFFTON;29909;8.438720946E9;Proprietary;True;True;True;True;True;True;07/11/2013 00:00;4.5;97.9;87.4;98.9;94.6;89.4;89.4;100.0;84.1;82.7;87.5;93.4;91.9;97.0;77.8;18.8;14.0;Worse Than Expected;Worse Than Expected;0.1;Better Than National Rate;96.5;0.97;296.0
8073;SC;427124;NHC HOMECARE MURRELLS INLET;780 HIGHWAY 17 S D;SURFSIDE BEACH;29575;8.43945985E9;Proprietary;True;True;True;True;True;True;09/07/2014 00:00;4.0;94.1;100.0;100.0;97.9;72.2;70.9;100.0;79.6;81.9;74.3;87.7;76.9;91.42082929194976;66.1;13.4;16.6;Same As Expected;Same As Expected;0.0;Better Than National Rate;55.7;0.88;166.0
8074;SC;427125;HOME HELPERS OF BLUFFTON;14 WESTBURY PARK WAY, STE 102;BLUFFTON;29910;8.438373041E9;Proprietary;True;True;True;True;True;True;29/10/2014 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;6.3;3.4;Same As Expected;Worse Than Expected;0.4783999034632485;Better Than National Rate;89.80363122171943;0.91;50.0
8075;SC;427126;TIDEWATER HOME HEALTH, PA;2858 SUNSET BLVD;WEST COLUMBIA;29169;8.037547017E9;Proprietary;True;True;True;True;True;True;12/12/2014 00:00;3.5;89.9;100.0;98.2;93.2;88.1;80.7;97.06469558694849;88.5;83.1;85.8;74.2;74.5;91.42082929194976;57.7;21.3;14.1;Not Available;Not Available;0.0;Same As National Rate;88.5;1.11;88.0
8076;SC;427127;NHC HOMECARE BEAUFORT;22 PLANTATION PARK DR STE 105B;BLUFFTON;29910;8.43705822E9;Proprietary;True;True;True;True;True;True;06/01/2015 00:00;3.5;87.0;100.0;100.0;98.1;74.2;80.7;100.0;72.8;76.1;80.9;87.6;82.4;91.42082929194976;72.0;14.6;16.7;Same As Expected;Same As Expected;1.3;Better Than National Rate;92.6;1.03;206.0
8077;SC;427128;ENCOMPASS HOME HEALTH OF SOUTH CAROLINA;37 VARDEN DRIVE;AIKEN;29803;8.033350977E9;Proprietary;True;True;True;True;True;True;17/10/2014 00:00;4.0;98.4;100.0;100.0;100.0;84.0;75.7;100.0;72.5;84.3;76.6;85.7;77.1;93.1;71.9;15.0;13.8;Same As Expected;Worse Than Expected;0.4;Better Than National Rate;96.3;1.02;454.0
8078;SC;427129;PRUITTHEALTH HOME HEALTH-FLORENCE;609 S COIT STREET;FLORENCE;29501;8.436651763E9;Proprietary;True;True;True;True;True;True;17/04/2015 00:00;4.5;98.6;91.6;99.6;97.6;91.5;91.5;98.9;83.5;84.1;85.7;88.9;92.4;94.1;72.5;20.4;14.0;Same As Expected;Same As Expected;0.9;Same As National Rate;98.6;1.08;213.0
8079;SC;427130;PRUITTHEALTH HOME HEALTH-COLUMBIA;240 STONERIDGE DR;COLUMBIA;29210;8.033854922E9;Proprietary;True;True;True;True;True;True;09/06/2016 00:00;4.5;96.7;73.2;99.4;95.3;88.5;85.8;100.0;80.6;84.8;85.6;85.4;87.3;90.9;74.0;11.3;15.7;Same As Expected;Same As Expected;0.9;Better Than National Rate;95.7;0.89;167.0
8080;SD;437004;SANFORD HOME HEALTH;2710 WEST 12TH STREET;SIOUX FALLS;57104;6.0532859E9;Non - Profit Private;True;True;True;True;True;True;19/12/1966 00:00;3.5;99.0;99.6;99.9;100.0;79.3;90.2;99.6;76.5;77.4;76.0;74.1;75.3;75.2;68.8;19.3;11.8;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;98.4;1.13;338.0
8081;SC;427131;HEALTHY AT HOME YORK;226 NORTHPARK DRIVE, SUITE 120;ROCK HILL;29730;8.033278874E9;Non - Profit Other;True;True;True;True;True;True;02/09/2017 00:00;3.5;95.7;99.4;98.7;92.0;77.1;78.1;100.0;74.4;75.0;82.4;86.5;77.1;90.4;65.8;11.5;20.4;Not Available;Not Available;1.6;Same As National Rate;96.3;0.9684697386519977;16.0
8082;SC;427132;INTERIM HEALTHCARE;4995 LACROSS RD STE 1300;NORTH CHARLESTON;29406;8.43569551E9;Proprietary;True;True;True;True;True;True;06/10/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
8083;SC;427133;ADVANCED HOME CARE, INC;2424 INDIA HOOK ROAD, STE 130;ROCK HILL;29732;8.032852026E9;Non - Profit Private;True;True;True;True;True;True;23/01/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
8084;SC;427134;BAYADA HOME HEALTH CARE-ROCK HILL;454 SOUTH ANDERSON ROAD, SUITE 320;ROCK HILL;29730;8.03281455E9;Proprietary;True;True;True;True;True;True;03/05/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
8085;SD;437006;AVERA AT HOME;1115 WEST 9TH ST;YANKTON;57078;6.056688327E9;Non - Profit Other;True;True;True;True;True;True;01/01/1968 00:00;3.5;94.7;99.2;100.0;99.4;86.1;86.3;96.1;76.2;83.0;76.9;75.8;79.4;85.1;71.4;18.8;17.8;Worse Than Expected;Worse Than Expected;0.8;Same As National Rate;92.1;0.91;254.0
8086;SD;437008;HURON REGIONAL MEDICAL CTR HHA;172 4TH ST SE;HURON;57350;6.05353652E9;Non - Profit Private;True;True;True;True;True;True;01/07/1978 00:00;2.5;98.9;97.8;100.0;98.3;74.0;82.3;100.0;59.5;59.5;64.7;67.3;78.3;76.2;62.6;21.9;11.5;Same As Expected;Same As Expected;0.1;Better Than National Rate;94.5;0.89;120.0
8087;SD;437009;WINNER REGIONAL HOME HEALTH AGENCY;245 MAIN STREET;WINNER;57580;6.05842717E9;Non - Profit Private;True;True;True;True;True;True;10/08/1977 00:00;3.0;92.6;97.8;97.7;98.9;88.9;93.0;53.6;78.7;72.2;76.2;75.9;81.5;91.42082929194976;50.2;22.7;11.4;Same As Expected;Same As Expected;0.2;Same As National Rate;90.4;1.08;70.0
8088;SC;427135;MUSC HEALTH AT HOME BY BAYADA-CONWAY;1300 SOUTH CAROLINA HIGHWAY 544;CONWAY;29526;8.434926609E9;Proprietary;True;True;True;True;True;True;12/07/2018 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
8090;SC;427300;UNIVERSITY HOME HEALTH;106B EAST MARTINTOWN RD;NORTH AUGUSTA;29841;8.03278077E9;Non - Profit Other;True;True;True;True;True;True;01/06/1981 00:00;2.5;96.1;98.4;99.8;99.7;76.0;82.7;98.0;73.9;69.8;76.4;74.4;71.8;92.3;54.8;20.6;11.8;Worse Than Expected;Worse Than Expected;0.5;Better Than National Rate;97.5;0.91;629.0
8091;SC;427302;NHC HOME CARE MIDLANDS;3229 SUNSET BLVD, SUITE N;WEST COLUMBIA;29169;8.039390266E9;Proprietary;True;True;True;True;True;True;01/04/1997 00:00;2.0;79.5;92.4;100.0;99.1;79.2;84.0;98.7;68.3;66.0;69.1;75.8;70.4;93.7;63.14625984251963;16.8;16.3;Worse Than Expected;Same As Expected;0.8;Better Than National Rate;97.0;1.13;457.0
8092;SC;427303;NHC HOMECARE - LOW COUNTRY;109 BURTON AVE SUITE D;SUMMERVILLE;29485;8.438510999E9;Proprietary;True;True;True;True;True;True;12/02/1997 00:00;3.0;95.3;100.0;100.0;96.3;85.3;84.1;100.0;68.2;67.9;65.3;83.0;78.5;87.2;63.14625984251963;10.3;17.6;Same As Expected;Same As Expected;0.4;Better Than National Rate;99.0;1.05;288.0
8093;SC;427304;AMEDISYS HOME HEALTH OF BEAUFORT;35 PROFESSIONAL  VILLAGE CIRCLE;LADYS ISLAND;29907;8.43379232E9;Proprietary;True;True;True;True;True;True;01/07/2003 00:00;4.0;98.2;100.0;99.4;90.4;76.2;76.0;97.0;75.9;77.1;83.6;86.3;82.6;96.7;69.1;18.2;15.1;Worse Than Expected;Worse Than Expected;0.3;Better Than National Rate;92.9;1.04;792.0
8094;SC;427846;KINDRED AT HOME- ANDERSON;1704 E GREENVILLE STREET, SUITE 2D;ANDERSON;29621;8.64932497E9;Proprietary;True;True;True;True;True;True;16/11/1971 00:00;5.0;97.9;99.8;100.0;100.0;90.3;86.3;99.8;87.3;83.2;93.8;98.9;93.5;88.9;78.5;15.3;11.6;Same As Expected;Same As Expected;0.7;Same As National Rate;72.1;1.13;833.0
8095;SC;427850;KINDRED AT HOME;2521 EVANS STREET;NEWBERRY;29108;8.032760273E9;Proprietary;True;True;True;True;True;True;01/02/1973 00:00;3.5;93.8;98.4;99.8;99.0;84.8;85.3;96.8;76.0;74.5;79.5;84.2;79.2;91.4;66.2;15.6;13.7;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;80.1;1.08;1730.0
8096;SC;427854;KINDRED AT HOME;702 PAMPLICO HWY, UNIT B;FLORENCE;29505;8.433179689E9;Proprietary;True;True;True;True;True;True;01/07/1973 00:00;3.5;98.5;99.8;100.0;99.9;80.4;79.4;99.6;75.4;73.7;77.6;79.0;81.0;90.9;64.7;16.4;16.0;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;82.1;1.02;2410.0
8097;SC;427856;KINDRED AT HOME;415 E ROBERTSON BLVD;WALTERBORO;29488;8.43542954E9;Proprietary;True;True;True;True;True;True;01/07/1974 00:00;3.5;97.1;99.8;100.0;99.2;83.5;79.2;98.8;73.9;74.1;79.7;80.7;77.9;91.3;62.7;17.0;16.5;Same As Expected;Worse Than Expected;0.4;Better Than National Rate;86.7;1.01;933.0
8098;SD;437003;REGIONAL HEALTH HOME PLUS HOME HEALTH;224 ELK ST  PO BOX 6000;RAPID CITY;57709;6.05755771E9;Non - Profit Other;True;True;True;True;True;True;01/07/1966 00:00;3.0;89.7;98.6;99.4;98.6;81.2;87.5;97.0;71.9;74.4;74.0;64.9;75.6;92.0;67.3;15.3;9.9;Worse Than Expected;Worse Than Expected;0.5;Better Than National Rate;91.4;0.96;337.0
8099;SD;437019;PRAIRIE LAKES HOME HEALTH;401 9TH AVE NW  POST OFFICE BOX 1210;WATERTOWN;57201;6.058827745E9;Non - Profit Private;True;True;True;True;True;True;31/07/1984 00:00;3.0;98.4;99.2;100.0;100.0;86.6;90.6;93.8;62.9;80.9;69.7;71.8;71.3;85.6;60.8;17.7;9.5;Worse Than Expected;Same As Expected;0.6;Worse Than National Rate;97.0;0.96;332.0
8100;SD;437024;AVERA AT HOME;201 S LLOYD ST STE 210 W  POST OFFICE BOX 4450;ABERDEEN;57402;6.0562252E9;Non - Profit Other;True;True;True;True;True;True;07/11/1984 00:00;4.0;98.7;98.5;100.0;98.9;76.9;89.0;97.2;75.4;80.7;73.7;82.8;82.9;83.4;62.4;13.8;12.8;Same As Expected;Worse Than Expected;0.4;Better Than National Rate;88.5;0.95;349.0
8101;SD;437030;BROOKINGS HOSPITAL HHA;300 22ND AVE;BROOKINGS;57006;6.0569677E9;Government - Local;True;True;True;True;True;True;21/08/1985 00:00;3.0;100.0;97.6;99.0;99.4;79.9;93.4;86.4;64.2;68.8;76.9;67.7;81.8;91.42082929194976;56.1;15.3;10.9;Same As Expected;Same As Expected;0.1;Worse Than National Rate;96.3;0.71;167.0
8102;SD;437037;REGIONAL HEALTH HOME PLUS HOME HEALTH;1440 NORTH MAIN;SPEARFISH;57783;6.056444444E9;Proprietary;True;True;True;True;True;True;05/03/1992 00:00;3.5;96.0;99.7;100.0;97.7;82.2;94.3;97.5;73.7;84.2;74.2;80.4;78.7;100.0;57.3;15.0;14.5;Same As Expected;Worse Than Expected;1.4;Same As National Rate;97.4;1.15;205.0
8103;SD;437039;WESTHILLS VILLAGE HOME HEALTH;255 TEXAS ST;RAPID CITY;57701;6.053420255E9;Non - Profit Private;True;True;True;True;True;True;23/03/1992 00:00;3.0;99.3;95.3;100.0;99.3;91.5;97.3;96.2;75.7;74.9;76.3;65.9;71.0;91.42082929194976;56.4;16.7;11.4;Worse Than Expected;Same As Expected;0.1;Better Than National Rate;93.3;1.02;89.0
8104;SD;437041;AVERA AT HOME;1115 E 5TH AVE;MITCHELL;57301;6.059952268E9;Non - Profit Other;True;True;True;True;True;True;21/10/1992 00:00;2.5;91.0;98.7;100.0;99.4;84.9;88.4;95.8;81.7;69.9;62.2;76.2;67.5;91.42082929194976;52.4;17.4;7.3;Same As Expected;Same As Expected;0.9;Same As National Rate;91.0;0.9;104.0
8105;SD;437046;AVERA AT HOME;800 EAST DAKOTA AVE;PIERRE;57501;6.052243218E9;Non - Profit Other;True;True;True;True;True;True;21/12/1993 00:00;5.0;99.7;99.7;100.0;100.0;85.0;88.2;98.2;86.1;83.3;90.2;85.8;86.3;84.2;85.9;12.9;13.0;Same As Expected;Worse Than Expected;0.0;Same As National Rate;99.1;0.94;221.0
8106;SD;437047;INTERIM HEALTHCARE;725 INDIANA ST;RAPID CITY;57701;6.053485885E9;Proprietary;True;True;True;True;True;True;04/02/1994 00:00;4.5;100.0;100.0;100.0;100.0;77.1;91.3;100.0;85.8;78.4;91.1;66.6;75.2;91.42082929194976;74.8;9.0;6.9;Same As Expected;Same As Expected;0.0;Better Than National Rate;88.6;0.87;33.0
8107;SD;437051;RECOVER HEALTH;2908 E 26TH ST, SUITE 1;SIOUX FALLS;57103;6.053353373E9;Proprietary;True;True;True;True;True;True;17/08/1994 00:00;3.0;95.2;85.0;99.30020559680223;100.0;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;7.5;12.3;Same As Expected;Same As Expected;0.4783999034632485;Better Than National Rate;90.5;0.78;84.0
